chr	pos_start	pos_end	compartment	compartment_score
chr2	188480001.0	188680000.0	A	0.625
chr2	188680001.0	189120000.0	A	0.75
chr2	189120001.0	189360000.0	A	1.0
chr2	189360001.0	189640000.0	A	1.0
chr2	189640001.0	189840000.0	A	1.0
chr2	189840001.0	190160000.0	A	1.0
chr2	190160001.0	190320000.0	A	1.0
chr2	190320001.0	190560000.0	A	1.0
chr2	190560001.0	190880000.0	A	1.0
chr2	190880001.0	191120000.0	A	0.875
chr2	191120001.0	191400000.0	A	1.0
chr2	191400001.0	191680000.0	A	1.0
chr2	191680001.0	191880000.0	A	1.0
chr2	191880001.0	192040000.0	A	0.875
chr2	192040001.0	192360000.0	A	1.0
chr2	192360001.0	192560000.0	A	1.0
chr2	192560001.0	192720000.0	A	0.75
chr2	192720001.0	193160000.0	A	0.75
chr2	193160001.0	193400000.0	B	0.25
chr2	193400001.0	193760000.0	B	0.125
chr2	193760001.0	194320000.0	B	0.125
chr2	194320001.0	194680000.0	B	0.25
chr2	194680001.0	195240000.0	B	0.125
chr2	195240001.0	195840000.0	B	0.125
chr2	195840001.0	196160000.0	B	0.25
chr2	196160001.0	196360000.0	A	0.625
chr2	196360001.0	196520000.0	A	0.875
chr2	196520001.0	196920000.0	B	0.5
chr2	196920001.0	197200000.0	A	0.875
chr2	197200001.0	197440000.0	B	0.375
chr2	197440001.0	197640000.0	A	0.625
chr2	197640001.0	197920000.0	A	0.75
chr2	197920001.0	198400000.0	A	0.875
chr2	198400001.0	198600000.0	A	0.625
chr2	198600001.0	199120000.0	B	0.25
chr2	199120001.0	199480000.0	B	0.25
chr2	199480001.0	199800000.0	B	0.25
chr2	199800001.0	200160000.0	B	0.25
chr2	200160001.0	200360000.0	A	0.625
chr2	200360001.0	200800000.0	B	0.25
chr2	200800001.0	201160000.0	A	1.0
chr2	201160001.0	201360000.0	A	1.0
chr2	201360001.0	201720000.0	A	1.0
chr2	201720001.0	202040000.0	A	1.0
chr2	202040001.0	202320000.0	A	1.0
chr2	202320001.0	202480000.0	A	0.875
chr2	202480001.0	202600000.0	A	1.0
chr2	202600001.0	203120000.0	A	1.0
chr2	203120001.0	203440000.0	A	1.0
chr2	203440001.0	203680000.0	A	0.875
chr2	203680001.0	204080000.0	A	1.0
chr2	204080001.0	204360000.0	A	1.0
chr2	204360001.0	204800000.0	A	0.875
chr2	204800001.0	205120000.0	B	0.25
chr2	205120001.0	205240000.0	A	0.625
chr2	205240001.0	205520000.0	A	0.875
chr2	205520001.0	205680000.0	A	0.875
chr2	205680001.0	206000000.0	A	0.875
chr2	206000001.0	206160000.0	A	0.75
chr2	206160001.0	206640000.0	A	1.0
chr2	206640001.0	206840000.0	A	0.75
chr2	206840001.0	207040000.0	A	0.875
chr2	207040001.0	207560000.0	B	0.25
chr2	207560001.0	207680000.0	B	0.375
chr2	207680001.0	207920000.0	B	0.25
chr2	207920001.0	208200000.0	A	1.0
chr2	208200001.0	208480000.0	A	0.875
chr2	208480001.0	208640000.0	A	0.75
chr2	208640001.0	208960000.0	B	0.5
chr2	208960001.0	209240000.0	B	0.5
chr2	209240001.0	210160000.0	B	0.125
chr2	210160001.0	210280000.0	B	0.25
chr2	210280001.0	210440000.0	B	0.375
chr2	210440001.0	210840000.0	B	0.125
chr2	210840001.0	211080000.0	B	0.5
chr2	211080001.0	211280000.0	B	0.25
chr2	211280001.0	211560000.0	B	0.25
chr2	211560001.0	212040000.0	B	0.125
chr2	212040001.0	212240000.0	B	0.25
chr2	212240001.0	212560000.0	B	0.125
chr2	212560001.0	212840000.0	B	0.25
chr2	212840001.0	212960000.0	B	0.5
chr2	212960001.0	213520000.0	B	0.25
chr2	213520001.0	213760000.0	B	0.5
chr2	213760001.0	214040000.0	A	0.625
chr2	214040001.0	214200000.0	A	0.625
chr2	214200001.0	214600000.0	B	0.25
chr2	214600001.0	214840000.0	B	0.375
chr2	214840001.0	215000000.0	B	0.5
chr2	215000001.0	215360000.0	B	0.25
chr2	215360001.0	215680000.0	B	0.5
chr2	215680001.0	215920000.0	B	0.25
chr2	215920001.0	216200000.0	B	0.375
chr2	216200001.0	216440000.0	A	1.0
chr2	216440001.0	216960000.0	A	1.0
chr2	216960001.0	217360000.0	A	1.0
chr2	217360001.0	217520000.0	A	1.0
chr2	217520001.0	217920000.0	A	1.0
chr2	217920001.0	218080000.0	A	1.0
chr2	218080001.0	218400000.0	A	1.0
chr2	218400001.0	218640000.0	A	0.875
chr2	218640001.0	218960000.0	A	1.0
chr2	218960001.0	219080000.0	A	0.75
chr2	219080001.0	219520000.0	A	1.0
chr2	219520001.0	219760000.0	A	1.0
chr2	219760001.0	220040000.0	A	0.875
chr2	220040001.0	220240000.0	A	1.0
chr2	220240001.0	220520000.0	A	1.0
chr2	220520001.0	220880000.0	B	0.5
chr2	220880001.0	221280000.0	A	0.75
chr2	221280001.0	221480000.0	A	0.875
chr2	221480001.0	221600000.0	A	0.625
chr2	221600001.0	222000000.0	A	0.75
chr2	222000001.0	222280000.0	B	0.375
chr2	222280001.0	222480000.0	A	0.75
chr2	222480001.0	222880000.0	B	0.25
chr2	222880001.0	223120000.0	B	0.25
chr2	223120001.0	223480000.0	B	0.25
chr2	223480001.0	223720000.0	A	0.75
chr2	223720001.0	223960000.0	A	0.875
chr2	223960001.0	224320000.0	B	0.375
chr2	224320001.0	224480000.0	A	0.75
chr2	224480001.0	224760000.0	A	0.75
chr2	224760001.0	225160000.0	A	0.875
chr2	225160001.0	225320000.0	B	0.5
chr2	225320001.0	225480000.0	A	0.875
chr2	225480001.0	225640000.0	B	0.375
chr2	225640001.0	225880000.0	A	0.875
chr2	225880001.0	226000000.0	A	0.75
chr2	226000001.0	226240000.0	B	0.375
chr2	226240001.0	226520000.0	B	0.25
chr2	226520001.0	226840000.0	A	0.625
chr2	226840001.0	227280000.0	A	1.0
chr2	227280001.0	227680000.0	A	1.0
chr2	227680001.0	227880000.0	A	0.75
chr2	227880001.0	228200000.0	B	0.25
chr2	228200001.0	228440000.0	A	0.75
chr2	228440001.0	228760000.0	B	0.375
chr2	228760001.0	228960000.0	B	0.25
chr2	228960001.0	229440000.0	B	0.125
chr2	229440001.0	229560000.0	B	0.375
chr2	229560001.0	229960000.0	B	0.25
chr2	229960001.0	230240000.0	B	0.25
chr2	230240001.0	230360000.0	B	0.375
chr2	230360001.0	230600000.0	B	0.25
chr2	230600001.0	230800000.0	A	0.875
chr2	230800001.0	231000000.0	B	0.5
chr2	231000001.0	231200000.0	B	0.375
chr2	231200001.0	231480000.0	A	0.625
chr2	231480001.0	231680000.0	A	1.0
chr2	231680001.0	231920000.0	A	0.75
chr2	231920001.0	232080000.0	A	1.0
chr2	232080001.0	232320000.0	A	1.0
chr2	232320001.0	232680000.0	A	1.0
chr2	232680001.0	232800000.0	A	0.625
chr2	232800001.0	233160000.0	A	0.625
chr2	233160001.0	233400000.0	A	0.625
chr2	233400001.0	233720000.0	A	0.75
chr2	233720001.0	233920000.0	A	0.625
chr2	233920001.0	234000000.0	B	0.5
chr2	234040001.0	234240000.0	B	0.5
chr2	234240001.0	234480000.0	A	0.75
chr2	234480001.0	234800000.0	B	0.375
chr2	234800001.0	235080000.0	B	0.5
chr2	235080001.0	235480000.0	A	0.75
chr2	235480001.0	236000000.0	A	1.0
chr2	236000001.0	236480000.0	B	0.5
chr2	236480001.0	236680000.0	A	0.75
chr2	236680001.0	237120000.0	B	0.5
chr2	237120001.0	237280000.0	B	0.25
chr2	237280001.0	237640000.0	B	0.25
chr2	237640001.0	238000000.0	B	0.375
chr2	238000001.0	238280000.0	A	1.0
chr2	238280001.0	238400000.0	A	1.0
chr2	238400001.0	238680000.0	A	1.0
chr2	238680001.0	239200000.0	A	1.0
chr2	239200001.0	239360000.0	A	0.875
chr2	239360001.0	239760000.0	A	0.625
chr2	239760001.0	239800000.0	A	0.75
chr2	239840001.0	239920000.0	A	0.75
chr2	239920001.0	240120000.0	A	0.75
chr2	240120001.0	240320000.0	A	0.875
chr2	240320001.0	240880000.0	B	0.25
chr2	240880001.0	241080000.0	A	0.625
chr2	241080001.0	241440000.0	A	0.875
chr2	241440001.0	241760000.0	A	0.875
chr2	241760001.0	242160000.0	A	0.875
chr2	242160001.0	242680000.0	A	1.0
chr2	242680001.0	242840000.0	A	0.875
chr2	242840001.0	243080000.0	A	0.625
